iter	Passed	Remaining
762	8555387	2657440
763	8559649	2644080
764	8563831	2630719
765	8567953	2617364
766	8572070	2604031
767	8576344	2590770
768	8580520	2577503
769	8584596	2564230
770	8588690	2550985
771	8592804	2537771
772	8597048	2524618
773	8601089	2511429
774	8605140	2498266
775	8609158	2485118
776	8613255	2472015
777	8617459	2458966
778	8621630	2445931
779	8625836	2432928
780	8629966	2419926
781	8634119	2406954
782	8638362	2394029
783	8642373	2381062
784	8646508	2368152
785	8650575	2355245
786	8654764	2342394
787	8658913	2329555
788	8663120	2316753
789	8667332	2303974
790	8671525	2291212
791	8675693	2278464
792	8679787	2265720
793	8683958	2253016
794	8688051	2240315
795	8692188	2227646
796	8696261	2214982
797	8700528	2202389
798	8700547	2188748
799	8704749	2176187
800	8708968	2163651
801	8713162	2151129
802	8717255	2138604
803	8721268	2126080
804	8725466	2113622
805	8729563	2101160
806	8733600	2088705
807	8737781	2076304
808	8741839	2063895
809	8746084	2051550
810	8750318	2039223
811	8754610	2026929
812	8754686	2013685
813	8759003	2001442
814	8763188	1989190
815	8767211	1976920
816	8771286	1964682
817	8775522	1952500
818	8779637	1940310
819	8783738	1928137
820	8787928	1916003
821	8792115	1903888
822	8796249	1891781
823	8800489	1879716
824	8804518	1867625
825	8808770	1855600
826	8813014	1843593
827	8817147	1831581
828	8821193	1819570
829	8825330	1807597
830	8829619	1795674
831	8833756	1783739
832	8837872	1771818
833	8842135	1759945
834	8846308	1748072
835	8850381	1736199
836	8854564	1724365
837	8858591	1712520
838	8862870	1700741
839	8866950	1688943
840	8871035	1677163
841	8875218	1665421
842	8879455	1653706
843	8880418	1641404
844	8884556	1629711
845	8888795	1618055
846	8893052	1606419
847	8897304	1594799
848	8901357	1583162
849	8905498	1571558
850	8909549	1559956
851	8913803	1548407
852	8917944	1536855
853	8922246	1525348
854	8926883	1513915
855	8931117	1502431
856	8935243	1490944
857	8939505	1479498
858	8943713	1468060
859	8947927	1456639
860	8952106	1445229
861	8956172	1433818
862	8960272	1422430
863	8964382	1411060
864	8968536	1399713
865	8972710	1388387
866	8976851	1377071
867	8980956	1365767
868	8985065	1354480
869	8989190	1343212
870	8993220	1331946
871	8997326	1320708
872	9001495	1309495
873	9005647	1298296
874	9009895	1287127
875	9014069	1275964
876	9018283	1264821
877	9022471	1253691
878	9026584	1242567
879	9030618	1231448
880	9034731	1220355
881	9038770	1209268
882	9042995	1198222
883	9046951	1187156
884	9051153	1176138
885	9055436	1165146
886	9059550	1154147
887	9063796	1143181
888	9067883	1132210
889	9072024	1121261
890	9076194	1110331
891	9080229	1099399
892	9084427	1088503
893	9088524	1077610
894	9092596	1066729
895	9096770	1055875
896	9100983	1045040
897	9105327	1034235
898	9109487	1023424
899	9113881	1012653
900	9118152	1001883
901	9118609	990713
902	9122932	979982
903	9127208	969261
904	9131439	958548
905	9135843	947869
906	9140233	937201
907	9144650	926550
908	9149132	915919
909	9153531	905294
910	9157928	894682
911	9162372	884088
912	9163467	873189
913	9167820	862617
914	9172211	852063
915	9176610	841523
916	9181062	831001
917	9185517	820492
918	9189995	809999
919	9194423	799515
920	9198869	789045
921	9203305	778587
922	9207614	768132
923	9211944	757692
924	9216322	747269
925	9220667	736856
926	9225050	726460
927	9229496	716081
928	9233888	705711
929	9238402	695363
930	9242858	685023
931	9247256	674692
932	9251656	664374
933	9256039	654067
934	9260369	643769
935	9264753	633487
936	9269216	623223
937	9273622	612968
938	9278097	602730
939	9282536	592502
940	9287110	582294
941	9291358	572079
942	9295534	561872
943	9299788	551682
944	9303914	541497
945	9308061	531326
946	9312015	521158
947	9316239	511017
948	9320532	500892
949	9324607	490768
950	9328829	480665
951	9332825	470562
952	9336796	460471
953	9340967	450403
954	9345133	440346
955	9349262	430300
956	9353257	420261
957	9357441	410242
958	9357489	400059
959	9361556	390064
960	9365596	380081
961	9369886	370120
962	9374002	360164
963	9378142	350221
964	9382359	340292
965	9386465	330372
966	9390771	320470
967	9394734	310569
968	9399068	300692
969	9403165	290819
970	9407550	280967
971	9411569	271115
972	9415599	261275
973	9419733	251450
974	9423718	241633
975	9427912	231833
976	9431800	222038
977	9435857	212258
978	9439923	202490
979	9444249	192739
980	9448503	182998
981	9452575	173265
982	9457208	163552
983	9461308	153842
984	9465585	144145
985	9469520	134455
986	9473955	124783
987	9478307	115121
988	9482300	105465
989	9486256	95820
990	9490754	86192
991	9494865	76571
992	9499223	66963
993	9503297	57363
994	9507680	47777
995	9511666	38199
996	9515998	28633
997	9520010	19078
998	9524342	9533
999	9528359	0
